"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-red","color-gray","color-blue","color-black","color-teal","color-brown","color-orange","color-white","color-green","color-yellow","color-pink","color-purple","ArtistGroupsAndMovementsTitle","ArtistGroupsAndMovementsTitleTC","ArtistGroupsAndMovementsDescription","ArtistGroupsAndMovementsDescriptionTC","ArtistGroupsAndMovementsTimeline","ArtistGroupsAndMovementsBeginDate","ArtistGroupsAndMovementsEndDate","ArtistGroupsAndMovementsDisplayDate","ArtistGroupsAndMovementsPublicAccess"
3306,"2012  1113",true,"2012.1113","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","2000","2000",2000,2000,"overall: 75 × 57 cm","整體︰75 × 57 厘米","overall","cm",57,75,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[489]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#724E3B"",""value"":44.1},{""color"":""#4A4131"",""value"":14.2},{""color"":""#46322B"",""value"":10.6},{""color"":""#404C46"",""value"":8.5},{""color"":""#7F6649"",""value"":7.7},{""color"":""#49463D"",""value"":7},{""color"":""#643C39"",""value"":5.5}]",5.5,0,0,40.2,0,51.8,0,0,0,0,0,0,,,,,,,,,
3307,"2012  1276",true,"2012.1276","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"First Trade","第一次操盤","2010","2010",2010,2010,"sheet: 223.7 × 495.5 cm; duration: 6 min. 25 sec.","紙本︰223.7 × 495.5 厘米; 影片長度︰6 分 25 秒","sheet","cm",495.5,223.7,,"industrial paint on canvas","工業用漆布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[96]","[""Artist""]","[""藝術家""]","[""Industrial paint on canvas depicting smudged and dripping black cursive calligraphy, loosely rendered on a white background.""]","[{""color"":""#E1E2E7"",""value"":24.5},{""color"":""#E5E2E0"",""value"":22},{""color"":""#DEE2E5"",""value"":12.6},{""color"":""#2A2726"",""value"":6.8},{""color"":""#817D7B"",""value"":4.2},{""color"":""#18120F"",""value"":4.1},{""color"":""#E5E6E1"",""value"":3.7},{""color"":""#29282C"",""value"":3.4},{""color"":""#DFE2E0"",""value"":3.2},{""color"":""#808185"",""value"":2.4},{""color"":""#E3E0E2"",""value"":2.2},{""color"":""#292D2E"",""value"":1.7},{""color"":""#7F8386"",""value"":1.4},{""color"":""#0D0F15"",""value"":1.3},{""color"":""#0E151A"",""value"":1.3},{""color"":""#15130D"",""value"":1.2}]",0,7.9,0,19.8,0,0,0,68,0,0,0,0,,,,,,,,,
3308,"2012  1277",true,"2012.1277","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"The Rainbow-Colour Aphrodisiac","彩虹","2010","2010",2010,2010,"overall: 475 × 224 cm","整體︰475 × 224 厘米","overall","cm",224,475,,"industrial paint on canvas","工業用漆布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[96]","[""Artist""]","[""藝術家""]","[""Industrial paint on canvas featuring vertical lines of loosely-rendered calligraphy in a variety of colours adorning a flat black canvas resembling a chalkboard.""]","[{""color"":""#35332E"",""value"":23.5},{""color"":""#373D39"",""value"":14.7},{""color"":""#211D14"",""value"":9.8},{""color"":""#221814"",""value"":8.5},{""color"":""#6B6D76"",""value"":8.3},{""color"":""#636B6F"",""value"":7.5},{""color"":""#626A64"",""value"":5.3},{""color"":""#766E69"",""value"":4.3},{""color"":""#3A3A3F"",""value"":3.2},{""color"":""#717367"",""value"":2.4},{""color"":""#150803"",""value"":1.9},{""color"":""#1F2D1F"",""value"":1.9},{""color"":""#100B02"",""value"":1.5},{""color"":""#1F2316"",""value"":1.3},{""color"":""#736B71"",""value"":0.6},{""color"":""#765646"",""value"":0.5}]",0,28.2,0,66.3,0,0.5,0,0,0,0,0,0,,,,,,,,,
3309,"2012  1401",true,"2012.1401","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"Necklace","項鏈","2007","2007",2007,2007,"overall: 58.5 × 1.5 × 1.5 cm","整體︰58.5 × 1.5 × 1.5 厘米","overall","cm",1.5,58.5,1.5,"mixed media","混合媒材","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[""A necklace consisting of thirty-five round beads. The smooth black beads with tiny grey specks are strung together side by side to form a circle. The necklies lies on a white surface.""]","[{""color"":""#FAF9F7"",""value"":48.2},{""color"":""#FEFEFC"",""value"":22.6},{""color"":""#32302E"",""value"":13.1},{""color"":""#FDFEFD"",""value"":6.1},{""color"":""#FEFCFD"",""value"":4.1},{""color"":""#77736F"",""value"":4}]",0,4,0,13.1,0,0,0,81,0,0,0,0,,,,,,,,,
3310,"2012  1402",true,"2012.1402","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"Toothpick","牙籤","2007","2007",2007,2007,"each: 7 × 0.2 × 0.2 cm","各︰7 × 0.2 × 0.2 厘米","each","cm",0.2,7,0.2,"wood","木","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[""A dark brown rectangular case lined with yellow fabric sits on a white surface. Its lid sits separately on the viewer's right. Several dark brown toothpicks with pointed ends are placed in front of the case and lid.""]","[{""color"":""#EBE8E5"",""value"":80.8},{""color"":""#342B2A"",""value"":5.8},{""color"":""#332521"",""value"":4.8},{""color"":""#F5D46F"",""value"":3.7}]",0,0.8,0,10.6,0,0,0,80.8,0,3.7,0,0,,,,,,,,,
3311,"2012  1403",true,"2012.1403","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"EURO","歐元","2007","2007",2007,2007,"dimensions variable","尺寸可變",,,,,,"coins","硬幣","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[""Eight greyish silver coins with an irregular round shape sit in two rows in a grey box with black lining. The coins in the top row are slightly larger.""]","[{""color"":""#121010"",""value"":45.7},{""color"":""#100E10"",""value"":19.7},{""color"":""#828C8E"",""value"":10},{""color"":""#E8E6E1"",""value"":7.4},{""color"":""#939794"",""value"":5.9},{""color"":""#777571"",""value"":2.4},{""color"":""#0D090A"",""value"":2.2},{""color"":""#303536"",""value"":1.7},{""color"":""#8E8F8B"",""value"":1.2}]",0,19.5,0,69.3,0,0,0,7.4,0,0,0,0,,,,,,,,,
3312,"2012   248",true,"2012.248","[""Moving Image"",""Visual Art""]","[""流動影像"",""視覺藝術""]","[""Video Installation""]","[""錄像裝置""]",,,"May there be surpluses every year","年年有餘","2010","2010",2010,2010,"duration: 3 min. 47 sec.","影片長度︰3 分 47 秒","duration",,,,,"single-channel digital video projection (colour, sound) and ceramic","單頻道數碼錄像投影（彩色、有聲）及陶瓷","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[145]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#0C1114"",""value"":20.3},{""color"":""#C2B6AE"",""value"":16.9},{""color"":""#18181D"",""value"":12.2},{""color"":""#C2D0D5"",""value"":10.3},{""color"":""#090A0F"",""value"":9.5},{""color"":""#010206"",""value"":6.1},{""color"":""#010508"",""value"":6},{""color"":""#020201"",""value"":4.4},{""color"":""#C4CEC8"",""value"":3.2},{""color"":""#C3C3BA"",""value"":2.6},{""color"":""#2C3335"",""value"":2.2},{""color"":""#C1C5CF"",""value"":2.1}]",0,21.6,0,60.7,0,0,0,13.4,0,0,0,0,,,,,,,,,
3313,"2012   668",true,"2012.668","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"AMERICA","亞美利加","2008","2008",2008,2008,"each (image, sight): 44.1 × 58.9 cm","各 （圖像，目測）︰44.1 × 58.9 厘米","each","cm",58.9,44.1,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[319]","[""Artist""]","[""藝術家""]","[""Photograph of a green combine harvester on a field. The cones of its headers point towards our right at an angle. A blue sky with streaks of clouds fills the upper half.""]","[{""color"":""#AFBED8"",""value"":31.8},{""color"":""#8FA7D0"",""value"":20.2},{""color"":""#928677"",""value"":8.7},{""color"":""#837459"",""value"":7.9},{""color"":""#BFB29F"",""value"":6.4},{""color"":""#5B815A"",""value"":4.1},{""color"":""#8C8C72"",""value"":2.3},{""color"":""#577F62"",""value"":2.1},{""color"":""#7D7956"",""value"":2},{""color"":""#748F75"",""value"":1.6},{""color"":""#7B7F56"",""value"":1.4},{""color"":""#BAA585"",""value"":1.4},{""color"":""#262522"",""value"":1.3},{""color"":""#8B7461"",""value"":1.2},{""color"":""#463E29"",""value"":1.1},{""color"":""#747F54"",""value"":1},{""color"":""#282F2A"",""value"":1}]",0,15.1,0,2.3,52,16,1.4,0,8.8,0,0,0,,,,,,,,,
3314,"2012   669",true,"2012.669","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Water","水","2000","2000",2000,2000,"each: 33.5 × 49.6 × 1.5 cm","各︰33.5 × 49.6 × 1.5 厘米","each","cm",49.6,33.5,1.5,"inkjet print","噴墨印相","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[319]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of a person standing barefoot in the centre on the concrete ground. The expressionless person has short hair and wears a long shirt that reaches below the knees.""]","[{""color"":""#858388"",""value"":82.8},{""color"":""#6F6C6F"",""value"":12.4}]",0,95.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3315,"2012   221",true,"2012.221","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"A Rat's Post Office","鼠的郵局","2008","2008",2008,2008,"frame: 88.4 × 89 × 4 cm; image (sight): 75 × 75.3 cm","連框︰88.4 × 89 × 4 厘米; 圖像 （目測）︰75 × 75.3 厘米","frame","cm",89,88.4,4,"archival inkjet print","收藏級噴墨打印","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[138]","[""Artist""]","[""藝術家""]","[""Photograph of a room with scuttling rats and letters strewn all over. On the left, an unmade bed is on the ground. A table and a window are on the right.""]","[{""color"":""#2A2624"",""value"":28},{""color"":""#353436"",""value"":23.9},{""color"":""#D3D1CE"",""value"":15.4},{""color"":""#726D69"",""value"":8.4},{""color"":""#2B241F"",""value"":6},{""color"":""#333535"",""value"":4.3},{""color"":""#362E25"",""value"":2.9},{""color"":""#887356"",""value"":2.7},{""color"":""#7D7D79"",""value"":1.8},{""color"":""#696568"",""value"":1.2},{""color"":""#D1D2CE"",""value"":1.1}]",0,11.4,0,65,0,2.7,0.8,16.5,0,0,0,0,,,,,,,,,
3316,"2012   222",true,"2012.222","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Tunnel","地洞","2007","2007",2007,2007,"frame: 88.4 × 89 × 4 cm; image (sight): 75 × 75.3 cm","連框︰88.4 × 89 × 4 厘米; 圖像 （目測）︰75 × 75.3 厘米","frame","cm",89,88.4,4,"inkjet print","噴墨印相","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[138]","[""Artist""]","[""藝術家""]","[""Photograph of a room with a hole, surrounded by rubble, in the ground. A cluttered table is in front of a boarded window. The walls feature a chequered pattern.""]","[{""color"":""#2B2724"",""value"":32.4},{""color"":""#D6D4D2"",""value"":14},{""color"":""#332822"",""value"":11.4},{""color"":""#27282B"",""value"":9.9},{""color"":""#322B22"",""value"":8.6},{""color"":""#787069"",""value"":8.2},{""color"":""#262A2B"",""value"":7.8},{""color"":""#D4D5D2"",""value"":2.1},{""color"":""#6A6C77"",""value"":0.9}]",0,9,0,70.1,0,0,0,16.1,0,0,0,0,,,,,,,,,
3317,"2012   223",true,"2012.223","[""Visual Art""]","[""視覺藝術""]","[""Installation""]","[""裝置藝術""]",,,"Rent Service–What You See Is Empty","康復之屋","2010","2010",2010,2010,"overall: 155 × 90 × 90 cm","整體︰155 × 90 × 90 厘米","overall","cm",90,155,90,"TV set, LED, heat sink, fan, wire, table, stool, metal frame, carpet fabrics, and curtains","電視、LED燈、散熱片、風扇、桌子、凳子、金屬框，地毯及布簾","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[138]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#696061"",""value"":25.8},{""color"":""#2A2725"",""value"":21.9},{""color"":""#213F39"",""value"":19.5},{""color"":""#302E32"",""value"":8.2},{""color"":""#161928"",""value"":6.5},{""color"":""#282D2C"",""value"":4.8},{""color"":""#24211A"",""value"":2.5},{""color"":""#231D19"",""value"":2.1},{""color"":""#40537A"",""value"":2.1},{""color"":""#1F3237"",""value"":1.9}]",0,25.8,2.1,48,19.5,0,0,0,0,0,0,0,,,,,,,,,
3318,"2012   670",true,"2012.670","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"I Want to be Gentleman","我要做紳士","2000","2000",2000,2000,"overall: 77 × 63.5 cm","整體︰77 × 63.5 厘米","overall","cm",63.5,77,,"chromogenic print","彩色照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[319]","[""Artist""]","[""藝術家""]","[""Monochrome photograph showing a row of nine men, each standing on narrow, tall plinths, which stretch from the foreground on our right to the distance at left. The men look straight ahead towards our left against treetops and a cloudy sky.""]","[{""color"":""#BCBAB7"",""value"":51.1},{""color"":""#827E7A"",""value"":18.3},{""color"":""#322E2C"",""value"":16.7},{""color"":""#BEBEBA"",""value"":12.7}]",0,82,0,16.7,0,0,0,0,0,0,0,0,,,,,,,,,
3319,"2012  1262",true,"2012.1262","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"View of Tide","止水之上：觀潮","2009","2009",2009,2009,"overall: 49.6 × 380.6 cm; sheet: 49.6 × 332 cm","整體︰49.6 × 380.6 厘米; 紙本︰49.6 × 332 厘米","overall","cm",1000,49.6,,"inkjet print on Xuan paper mounted on linen","噴墨印刷宣紙","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[537]","[""Artist""]","[""藝術家""]","[""Print on horizontally orientated rice paper depicting a panoramic landscape in grey tones with large waves on the viewer's far left. Rocky mountains surrounded by mist feature in the centre and on both sides.""]","[{""color"":""#D9D5D2"",""value"":77.1},{""color"":""#827B76"",""value"":14},{""color"":""#3F3A38"",""value"":8.5}]",0,14,0,8.5,0,0,0,77.1,0,0,0,0,,,,,,,,,
3320,"2012   272",true,"2012.272","[""Visual Art""]","[""視覺藝術""]","[""Drawing""]","[""繪圖""]",,,"What a Pity. The Heartless Wind In the Spring","可惜那無情的春風吹落了鮮花吹走了芬芳並帶著無限的感傷偷偷整理絲裙","2006","2006",2006,2006,"sheet (each): 25.1 × 34.9 cm","紙本 （各）︰25.1 × 34.9 厘米","sheet","cm",34.9,25.1,,"pencil and pen on paper","鉛筆及鋼筆紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[160]","[""Artist""]","[""藝術家""]","[""Pencil and pen drawing on paper depicting thirty stick figures arranged in five rows, each showing different actions. Each figure is numbered, and an arrow shows the direction of the movement.""]","[{""color"":""#C0BFB8"",""value"":78.3},{""color"":""#C0BEB6"",""value"":20.9}]",0,99.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3321,"2012   273",true,"2012.273","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"What a Pity. The Heartless Wind In the Spring","可惜那無情的春風吹落了鮮花吹走了芬芳並帶著無限的感傷偷偷整理絲裙","2006–2008","2006–2008",2006,2008,"sheet (each): 27.3 × 39.3 cm","紙本 （各）︰27.3 × 39.3 厘米","sheet","cm",39.3,27.3,,"watercolour and pencil on paper","水彩鉛筆紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[160]","[""Artist""]","[""藝術家""]","[""Watercolour and pencil painting on paper depicting an elephant standing on its hind legs and facing our left. Its head is in darker tones, and its curved tail features a pointed tip. Arrows around the elephant suggest the direction of movement. A mountainous outline appears in our bottom right corner.""]","[{""color"":""#CFCFC9"",""value"":97.1}]",0,0,0,0,0,0,0,97.1,0,0,0,0,,,,,,,,,
3322,"2012   274",true,"2012.274","[""Moving Image"",""Visual Art""]","[""流動影像"",""視覺藝術""]","[""Video""]","[""錄像""]",,,"What a Pity. The Heartless Wind in the Spring","可惜那無情的春風吹落了鮮花吹走了芬芳並帶着無限的感傷偷偷整理絲裙","2008","2008",2008,2008,"duration: 30 min.","影片長度︰30 分","duration",,,,,"single-channel digital video (colour, sound)","單頻道數碼錄像（彩色、有聲）","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[160]","[""Artist""]","[""藝術家""]","[""Video still of steam rising from a kettle lying in the foreground on our left on a black stage. A bald person stands barefoot in the middle ground on our right and looks towards the kettle. The person is in a black T-shirt and grey trousers.""]","[{""color"":""#191918"",""value"":81.4},{""color"":""#2A2D2A"",""value"":6.8},{""color"":""#171617"",""value"":3.6},{""color"":""#180E0F"",""value"":2.8},{""color"":""#636E66"",""value"":2.1}]",0,2.1,0,94.6,0,0,0,0,0,0,0,0,,,,,,,,,
3323,"2012   275",true,"2012.275","[""Moving Image"",""Visual Art""]","[""流動影像"",""視覺藝術""]","[""Video""]","[""錄像""]",,,"Recipe No. 1","偏方Ⅰ","2009","2009",2009,2009,"duration: 20 min.","影片長度︰20 分","duration",,,,,"single-channel digital video (colour, sound)","單頻道數碼錄像（彩色、有聲）","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[160]","[""Artist""]","[""藝術家""]","[""Video still showing the silhouettes of two puppets on rods cast on a translucent screen. In our left half, a four-limbed creature with a curved horn and a long tail faces our left. Strings connect the creature to a figure on our right featuring four legs splayed apart in different directions.""]","[{""color"":""#7F6E50"",""value"":59.6},{""color"":""#BBA57C"",""value"":22.4},{""color"":""#312819"",""value"":9.6},{""color"":""#201610"",""value"":4.5}]",0,0,0,14,0,59.6,22.4,0,0,0,0,0,,,,,,,,,
3324,"2012  1278",true,"2012.1278","[""Visual Art""]","[""視覺藝術""]","[""Sculpture""]","[""雕塑""]",,,"Waterfall","瀑布","2003","2003",2003,2003,"overall: 210 × 140 × 140 cm","整體︰210 × 140 × 140 厘米","overall","cm",140,210,140,"wax, paper, and metal armature","蠟、紙、金屬支架","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[96]","[""Artist""]","[""藝術家""]","[""Sculpture. Stocky tower of cascading white wax on an simple wooden pallet.""]","[{""color"":""#BDB6B6"",""value"":38.2},{""color"":""#817872"",""value"":35.5},{""color"":""#47413B"",""value"":6.2},{""color"":""#8B5250"",""value"":4.8},{""color"":""#392920"",""value"":4.4},{""color"":""#332A1F"",""value"":2.4},{""color"":""#BF797B"",""value"":2.3},{""color"":""#6F5345"",""value"":2}]",7.1,73.7,0,13.1,0,2,0,29.8,0,0,0,0,,,,,,,,,
3325,"2012   619",true,"2012.619","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"The Heart of Earth","地球的心臟","2010","2010",2010,2010,"overall: 49.9 × 43 × 0.2 cm","整體︰49.9 × 43 × 0.2 厘米","overall","cm",43,49.9,0.2,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[308]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting a pole with three nodes and a heart-shaped base that appears to be cracked. The painting is rendered in black and white tones.""]","[{""color"":""#2F2E2C"",""value"":35.8},{""color"":""#CFD2D0"",""value"":23.1},{""color"":""#7D7E7A"",""value"":9.2},{""color"":""#363838"",""value"":8.3},{""color"":""#858885"",""value"":6.1},{""color"":""#C6C7C3"",""value"":4.4},{""color"":""#6D6C69"",""value"":3.4},{""color"":""#333234"",""value"":3.3},{""color"":""#767A7B"",""value"":3.1}]",0,26.2,0,47.4,0,0,0,23.1,0,0,0,0,,,,,,,,,
3326,"2012   620",true,"2012.620","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","2010","2010",2010,2010,"overall: 40 × 30 × 1.8 cm","整體︰40 × 30 × 1.8 厘米","overall","cm",30,40,1.8,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[308]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting a watch on the right and a breast with the nipple pointing towards the bottom left corner. The painting is rendered in black and white tones.""]","[{""color"":""#363331"",""value"":40},{""color"":""#7D7977"",""value"":18},{""color"":""#D9DAD7"",""value"":14.4},{""color"":""#C8C7C5"",""value"":9.7},{""color"":""#363436"",""value"":9.5},{""color"":""#D9DBD9"",""value"":2.2},{""color"":""#868683"",""value"":1.6}]",0,29.3,0,49.6,0,0,0,16.6,0,0,0,0,,,,,,,,,
3327,"2012  1260",true,"2012.1260","[""Visual Art""]","[""視覺藝術""]","[""Installation""]","[""裝置藝術""]",,,"Treetop","樹梢","2009","2009",2009,2009,"dimensions variable","尺寸可變",,,,,,"wood","木","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[535]","[""Artist""]","[""藝術家""]","[""Installation consisting of hundreds of bare twigs sticking up out of the floor like a miniature forest of knobby trees.""]","[{""color"":""#E4DED9"",""value"":28.4},{""color"":""#6B7476"",""value"":27.2},{""color"":""#78797E"",""value"":8.3},{""color"":""#898481"",""value"":7.4},{""color"":""#EDECF0"",""value"":4.2},{""color"":""#F5F5F2"",""value"":4.1},{""color"":""#80593D"",""value"":3.9},{""color"":""#7D827F"",""value"":2.9},{""color"":""#E5E1E5"",""value"":2.1},{""color"":""#38251B"",""value"":1.5},{""color"":""#878882"",""value"":1.5},{""color"":""#826542"",""value"":1.5},{""color"":""#8A8789"",""value"":1.4},{""color"":""#2C1104"",""value"":1.2}]",1.2,48.6,0,0,0,6.8,0,38.8,0,0,0,0,,,,,,,,,
3328,"2012  1266",true,"2012.1266","[""Visual Art""]","[""視覺藝術""]","[""Photography"",""Performance""]","[""攝影"",""行為展演""]",,,"Branded My Back With A Hot Iron Brand","烙","2000","2000",2000,2000,"overall: 19.3 × 8.6 × 15 cm","整體︰19.3 × 8.6 × 15 厘米","overall","cm",8.6,19.3,15,"wood, metal and electric cable","木，金屬及電線","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[539]","[""Artist""]","[""藝術家""]","[""Iron brand consisting of wood, metal and electric cable. The square heating element shows three columns of numbers facing our left at an angle. Both the heating element and the T-shaped wooden handle rest on a white surface. A coiled black power cord lies on our left.""]","[{""color"":""#EDEAE7"",""value"":87.7},{""color"":""#735644"",""value"":5.3},{""color"":""#F7F7F4"",""value"":2.4}]",0,0,0,0,0,5.3,0,90.2,0,0,0,0,,,,,,,,,
3330,"2012  1508",true,"2012.1508","[""Moving Image"",""Visual Art""]","[""流動影像"",""視覺藝術""]","[""Video""]","[""錄像""]",,,"O Tempora, O Mores!","世道","2008","2008",2008,2008,"duration: 17 min. 45 sec.","影片長度︰17 分 45 秒","duration",,,,,"single-channel digital video (colour, sound)","單頻道數碼錄像（彩色、有聲）","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[619,4670]","[""Artist"",""Artist""]","[""藝術家"",""藝術家""]","[""Video still of two people standing in the centre with their backs turned to face a large-scale painting, which almost fills the background. The painting depicts seated figures with a translucent material wrapped around their bodies. The subtitles at the bottom read, 'It depends entirely upon instinct'.""]","[{""color"":""#6D7779"",""value"":19.9},{""color"":""#232727"",""value"":19.2},{""color"":""#2E2A29"",""value"":16.7},{""color"":""#746B67"",""value"":14.1},{""color"":""#7F8581"",""value"":12.7},{""color"":""#2A292D"",""value"":8.6},{""color"":""#6D6E72"",""value"":1.8},{""color"":""#7D7E79"",""value"":1.8},{""color"":""#423430"",""value"":1.1}]",0,50.3,0,45.5,2.5,3.3,0,0,0,0,0,0,,,,,,,,,
3331,"2012  1489",true,"2012.1489","[""Visual Art""]","[""視覺藝術""]","[""Painting"",""Ink Art"",""Work on Paper""]","[""繪畫"",""水墨"",""紙本作品""]",,,"Curtain No. 8","帷幕之八","2010","2010",2010,2010,"frame: 244 × 184 cm; image: 199.8 × 159.5 cm","連框︰244 × 184 厘米; 圖像︰199.8 × 159.5 厘米","frame","cm",184,244,,"ink and colour on paper","水墨設色紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[615]","[""Artist""]","[""藝術家""]","[""Ink painting on paper depicting black lines against a red background. A vertical line one-third from the viewer's right divides the paper. In the left section, concave-up curves extend from the left and bottom to the top. In the right section, concave-up curves extend from the vertical line to the top and right.""]","[{""color"":""#8F3418"",""value"":36.9},{""color"":""#B53514"",""value"":24.7},{""color"":""#D9D6CF"",""value"":17.1},{""color"":""#703925"",""value"":7.3},{""color"":""#D9D9D1"",""value"":5.2},{""color"":""#807C7A"",""value"":3.4},{""color"":""#B73720"",""value"":1.2}]",70.1,3.4,0,0,0,0,0,22.3,0,0,0,0,,,,,,,,,
3332,"2012  1404",true,"2012.1404","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Two Women and One Man","兩女一男","2009","2009",2009,2009,"overall: 270 × 200.5 × 5 cm","整體︰270 × 200.5 × 5 厘米","overall","cm",200.5,270,5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[601]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting three smiling figures in jackets against a pale pink background. A man on the viewer's left stands beside two women with short hairt. While their upper halves are depicted normally, the figures' lower halves consists of pointed shapes similar to the end of a sharp pencil with the tip directed downwards.""]","[{""color"":""#BDB6AD"",""value"":65.1},{""color"":""#CED0B9"",""value"":11.4},{""color"":""#606257"",""value"":4.6},{""color"":""#526173"",""value"":3.3},{""color"":""#202A31"",""value"":3},{""color"":""#545E6A"",""value"":2.7},{""color"":""#947F5C"",""value"":2.1},{""color"":""#373730"",""value"":2},{""color"":""#1F2425"",""value"":1.7}]",0,72.4,2,6.7,0,2.1,0,0,0,11.4,0,3.3,,,,,,,,,
3333,"2012   756",true,"2012.756","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Constructed by Stones","疊山法","2010","2010",2010,2010,"overall: 214.2 × 319.2 cm","整體︰214.2 × 319.2 厘米","overall","cm",319.2,214.2,,"oil and pencil on canvas","油彩鉛筆布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[354]","[""Artist""]","[""藝術家""]","[""Monochrome acrylic painting on canvas. A wall of irregular shapes resembling popcorn in tones of grey and black surrounds the door-like entrance to a dark cave. The bottom edge of the canvas is unpainted by the artist.""]","[{""color"":""#2D2A2A"",""value"":30.6},{""color"":""#201F21"",""value"":24.7},{""color"":""#7F7B79"",""value"":22.9},{""color"":""#D7D8DB"",""value"":7.8},{""color"":""#D8DADC"",""value"":5.3},{""color"":""#B8B6B6"",""value"":4.2}]",0,27.1,0,55.4,0,0,0,13.1,0,0,0,0,,,,,,,,,
