"id","publicAccess","name","nameTC","alphaSortName","alphaSortNameTC","type","roles","displayBio","displayBioTC","gender","genderTC","beginDate","endDate","nationality","nationalityTC"
1152,true,"Ishimaru Co. Ltd.","Ishimaru Co. Ltd.","Ishimaru Co. Ltd.","Ishimaru Co. Ltd.","Organization","[""Manufacturer""]","established Tokyo, 1969","1969年成立於東京","Not Applicable","Not Applicable",1969,,"Japanese","日本籍"
1156,true,"Nishimura Tamiko","西村多美子","Tamiko, Nishimura","西村多美子","Individual","[""Artist""]","Japanese, born 1949","日本籍，生於1949年","Female","女性",1949,,"Japanese","日本籍"
1159,true,"Hsu Yu-Jen","許雨仁","Hsu, Yu-Jen","許雨仁","Individual","[""Artist""]","Taiwanese, born 1951","台灣籍，生於1951年","Male","男性",1951,,"Taiwanese","台灣籍"
1161,true,"Cheng Wei Kuong","Cheng Wei Kuong","Cheng, Wei Kuong","Cheng, Wei Kuong","Individual","[""Photographer""]",,,"Male","男性",,,,
1162,true,"Umeda Masanori","梅田正德","Umeda, Masanori","梅田正德","Individual","[""Designer"",""Archive Creator"",""設計師"",""建檔者""]","Japanese, born 1941","1941年生於日本","Male","男性",1941,,"Japanese","日本籍"
1169,true,"Memphis S.r.l.","Memphis S.r.l.","Memphis S.r.l.","Memphis S.r.l.","Organization","[""Design Firm"",""Author"",""Publisher"",""設計師事務所""]","established Milan, 1981","1981年成立於米蘭","Not Applicable","Not Applicable",1981,,"Italian","意大利籍"
1172,true,"Umeda Design Studio Inc.","Umeda Design Studio Inc.","Umeda Design Studio Inc.","Umeda Design Studio Inc.","Organization","[""Commissioned by"",""Manufacturer""]","established Tokyo, 1980","1980年成立於東京","Not Applicable","Not Applicable",1980,,"Japanese","日本籍"
1183,true,"Zenith Radio Corporation","Zenith Radio Corporation","Zenith Radio Corporation","Zenith Radio Corporation","Organization","[""Manufacturer""]","established Chicago, 1918","1918年成立於芝加哥","Not Applicable","Not Applicable",1918,,"American","美國籍"
1191,true,"Chiba Masaya","千葉正也","Chiba, Masaya","千葉, 正也","Individual","[""Artist""]","Japanese, born 1980","日本籍，生於1980年","Male","男性",1980,,"Japanese","日本籍"
1217,true,"Zhang Hui","張慧","Zhang, Hui","張慧","Individual","[""Artist""]","Chinese, born 1967","中國籍，生於1967年","Male","男性",1967,,"Chinese","中國籍"
1242,true,"Antonio Mak","麥顯揚","Mak, Antonio","麥顯揚","Individual","[""Artist""]","Hong Kong, 1951–1994","香港，1951–1994年","Male","男性",1951,1994,"Hong Kong","香港"
1300,true,"Shinetsu Glass, Ltd.","Shinetsu Glass, Ltd.","Shinetsu Glass, Ltd.","Shinetsu Glass, Ltd.","Organization","[""Manufacturer""]",,,"Not Applicable","Not Applicable",,,,
1302,true,"Theseus Chan","陳益","Chan, Theseus","陳益","Individual","[""Archive Creator"",""Designer"",""Artist"",""建檔者"",""設計師""]","Singaporean, born 1961","新加坡籍，生於1961年","Male","男性",1961,,"Singaporean","新加坡籍"
1318,true,"Chi Xiaoning","池小寧","Chi, Xiaoning","池小寧","Individual","[""Artist""]","Chinese, 1955–2007","中國籍，1955–2007年","Male","男性",1955,2007,"Chinese","中國籍"
1323,true,"Elia Zenghelis","Elia Zenghelis","Zenghelis, Elia","Zenghelis, Elia","Individual","[""Artist""]","British, born Greece, 1937","英籍，1937年生於希臘","Male","男性",1937,,"British","英國籍"
1348,true,"W. Szeto & Partners","司徒惠建築師事務所","W. Szeto & Partners","司徒惠建築師事務所","Organization","[""Architectural Firm"",""建築師事務所""]","established Hong Kong, 1948–1998","1948–1998年，於香港成立","Not Applicable","Not Applicable",1948,1998,"Hong Kong","香港"
1360,true,"Lee Ka-sing","李家昇","Lee, Ka-sing","李家昇","Individual","[""Artist""]","Hong Kong, born 1954","香港，生於1954年","Male","男性",1954,,"Hong Kong","香港"
1364,true,"Ken Yeang","Ken Yeang","Yeang, Ken","Yeang, Ken","Individual","[""Architect""]","Malaysian, born 1948","馬來西亞籍，生於1948年","Male","男性",1948,,"Malaysian","馬來西亞籍"
1369,true,"Yeung Tong Lung","楊東龍","Yeung, Tong Lung","楊東龍","Individual","[""Artist""]","Hong Kong, born China, 1956","香港，1956年生於中國","Male","男性",1956,,"Hong Kong","香港"
1371,true,"T. R. Hamzah & Yeang Sdn. Bhd.","T. R. Hamzah & Yeang建築事務所","T. R. Hamzah & Yeang Sdn. Bhd.","T. R. Hamzah & Yeang建築事務所","Organization","[""Architectural Firm""]","established Kuala Lumpur, 1976","1976年成立於吉隆坡","Not Applicable","Not Applicable",1976,,"Malaysian","馬來西亞籍"
1372,true,"Revital Cohen","Revital Cohen","Cohen, Revital","Cohen, Revital","Individual","[""Designer""]","Israeli, born 1981","以色列籍，生於1981年","Female","女性",1981,,"Israeli","以色列籍"
1373,true,"Tuur Van Balen","Tuur Van Balen","Van Balen, Tuur","Van Balen, Tuur","Individual","[""Designer""]","Belgian, born 1981","比利時籍，生於1981年","Male","男性",1981,,"Belgian","比利時籍"
1378,true,"Li Huayi","李華弌","Li, Huayi","李華弌","Individual","[""Artist""]","American, born China, 1948","美國籍，1948年生於中國","Male","男性",1948,,"American","美國籍"
1392,true,"Oki Sato","Oki Sato","Oki, Sato","Oki, Sato","Individual","[""Designer""]","Japanese, born Canada, 1977","日本籍，1977年生於加拿大","Unknown","不詳",1977,,"Japanese","日本籍"
1393,true,"Zoe Zenghelis","Zoe Zenghelis","Zenghelis, Zoe","Zenghelis, Zoe","Individual","[""Artist""]","British, born Greece, 1937","英國籍，1937年生於希臘","Female","女性",1937,,"British","英國籍"
1424,true,"Mitsukoshi Ltd.","株式會社三越","Mitsukoshi Ltd.","株式會社三越","Organization","[""Commissioned by""]","established Tokyo, 1673","1673年成立於東京","Not Applicable","Not Applicable",1673,,"Japanese","日本籍"
1425,true,"Chikukousya","Chikukousya","Chikukousya","Chikukousya","Organization","[""Manufacturer""]",,,"Not Applicable","Not Applicable",,,,
1428,true,"Yanagi Sori","柳宗理","Yanagi, Sori","柳宗理","Individual","[""Designer"",""設計師""]","Japanese, 1915–2011","日本籍，1915–2011年","Male","男性",1915,2011,"Japanese","日本籍"
1430,true,"Kenmochi Isamu","劍持勇","Kenmochi, Isamu","劍持勇","Individual","[""Designer""]","Japanese, 1912–1971","日本籍，1912–1971年","Male","男性",1912,1971,"Japanese","日本籍"
1440,true,"Takashimaya Co., Ltd.","株式會社髙島屋","Takashimaya Co., Ltd.","株式會社髙島屋","Organization","[""Publisher""]","established Kyoto, 1831","1831年成立於京都","Not Applicable","Not Applicable",1831,,"Japanese","日本籍"
1445,true,"Young Hay","楊曦","Young, Hay","楊曦","Individual","[""Artist""]","Hong Kong, born 1963","香港，生於1963年","Male","男性",1963,,"Hong Kong","香港"
1459,true,"Leung Chi Wo","梁志和","Leung, Chi Wo","梁志和","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1968","香港，生於1968年","Male","男性",1968,,"Hong Kong","香港"
1479,true,"DJI","大疆","DJI","大疆","Organization","[""Designer""]","established Shenzhen, 2006","2006年成立於深圳","Not Applicable","Not Applicable",2006,,"Chinese","中國籍"
1483,true,"Boyoung Jung","鄭普榮／WOLFS＋JUNG","Jung, Boyoung","鄭普榮／WOLFS＋JUNG","Individual","[""Maker""]","Korean, born 1978","韓國籍，生於1978年","Unknown","不詳",1978,,"South Korean","南韓籍"
1485,true,"Uchida Shigeru","內田繁","Uchida, Shigeru","內田繁","Individual","[""Archive Creator"",""建檔者""]","Japanese, 1943–2016","日本籍，1943–2016年","Male","男性",1943,2016,"Japanese","日本籍"
1494,true,"Szeto Keung","司徒強","Szeto, Keung","司徒強","Individual","[""Artist"",""藝術家""]","American, born China. 1948 - 2011","美國籍，生於中國，1948–2011年","Male","男性",1948,2011,"American","美國籍"
1495,true,"Li Shan","李山","Li, Shan","李山","Individual","[""Artist""]","Chinese, born 1957","中國籍，生於1957年","Female","女性",1957,,"Chinese","中國籍"
1503,true,"Walasse Ting","丁雄泉","Ting, Walasse","Ting, Walasse","Individual","[""Artist""]","American, 1929–2010","美國籍，1929–2010年","Male","男性",1929,2010,"American","美國籍"
1507,true,"Hon Chi-fun","韓志勳","Hon, Chi-fun","韓志勳","Individual","[""Artist""]","Hong Kong, 1922 - 2019","香港，1922-2019年","Male","男性",1922,2019,"Hong Kong","香港"
1519,true,"Kowloon Rattan Ware Co.","九龍籐器公司","Kowloon Rattan Ware Co.","九龍籐器公司","Organization","[""Manufacturer""]","established Hong Kong, 1925–2003","成立於香港，1925至2003年","Not Applicable","Not Applicable",1925,2003,"Hong Kong","香港"
1521,true,"Kin Hip Metal & Plastic Fty. Ltd.","建業五金塑膠廠有限公司","Kin Hip Metal & Plastic Fty. Ltd.","建業五金塑膠廠有限公司","Organization","[""Manufacturer""]","established Hong Kong, 1949","1949年成立於香港","Not Applicable","Not Applicable",1949,,"Hong Kong","香港"
1526,true,"Zhao Gang","趙剛","Zhao, Gang","趙, 剛","Individual","[""Artist""]","Chinese, born 1961","中國籍，生於1961年","Male","男性",1961,,"Chinese","中國籍"
1529,true,"Unknown (Hong Kong)","佚名 (香港)","Unknown (Hong Kong)","佚名 (香港)","Individual","[""Author"",""Publisher"",""Design Firm"",""Maker"",""作者"",""出版社"",""設計師事務所""]",,,"Unknown","不詳",,,,
1530,true,"Unknown (Mainland China)","佚名 (中國內地)","Unknown (Mainland China)","佚名 (中國內地)","Individual","[""Designer/Producer"",""Manufacturer"",""Designer"",""設計師／生產商"",""製造商"",""設計師""]",,,"Unknown","不詳",,,,
1534,true,"Unknown (Europe)","佚名（歐洲）","Unknown (Europe)","佚名（歐洲）","Individual","[""Maker"",""Photographer"",""Publisher""]",,,"Unknown","不詳",,,,
1536,true,"Music Impact Ltd.","藝能動音有限公司","Music Impact Ltd.","藝能動音有限公司","Organization","[""Commissioned by""]","established Hong Kong, 1992–2009","成立於香港，1990–2009年","Not Applicable","Not Applicable",1992,2009,"Hong Kong","香港"
1537,true,"Tong King-sum","唐景森","Tong, King-sum","唐景森","Individual","[""Artist""]","Hong Kong, 1940–2008","香港，1940–2008年","Male","男性",1940,2008,"Hong Kong","香港"
1574,true,"Jasper Morrison","賈斯珀·莫里森","Morrison, Jasper","賈斯珀·莫里森","Individual","[""Designer""]","British, born 1959","英國籍，生於1959年","Male","男性",1959,,"British","英國籍"
1599,true,"Chen Jialing","陳家泠","Chen, Jialing","陳家泠","Individual","[""Artist""]","Chinese, born 1937","中國籍，生於1937年","Male","男性",1937,,"Chinese","中國籍"
1600,true,"Sony Corporation","索尼集團","Sony Corporation","索尼集團","Organization","[""Manufacturer"",""製造商""]","established Tokyo, 1946","1946年成立於東京","Not Applicable","Not Applicable",1946,,"Japanese","日本籍"
1601,true,"Sorayama Hajime","空山基","Sorayama, Hajime","空山基","Individual","[""Designer""]","Japanese, born 1947","日本籍，生於1947年","Male","男性",1947,,"Japanese","日本籍"
1624,true,"Tong Yang-Tze","董陽孜","Tong, Yang-Tze","董, 陽孜","Individual","[""Artist""]","Taiwanese, born China, 1942","台灣籍，1942年生於中國","Female","女性",1942,,"Taiwanese","台灣籍"
1625,true,"Lai Lon Hin","賴朗騫","Lai, Lon Hin","賴朗騫","Individual","[""Artist""]","Hong Kong, born 1982","香港，生於1982年","Male","男性",1982,,"Hong Kong","香港"
1627,true,"Blues Wong","黃啟裕","Wong, Blues","黃啟裕","Individual","[""Artist""]","Hong Kong, born 1966","香港，生於1966年","Male","男性",1966,,"Hong Kong","香港"
1632,true,"Morita Shiryū","森田子龍","Morita, Shiryū","森田子龍","Individual","[""Artist""]","Japanese, 1912–1998","日本籍，1912–1998年","Male","男性",1912,1998,"Japanese","日本籍"
1633,true,"Liu Kuo-sung","劉國松","Liu, Kuo-sung","劉國松","Individual","[""Artist""]","Taiwanese, born China, 1932","台灣籍，1932年生於中國","Male","男性",1932,,"Taiwanese","台灣籍"
1638,true,"Hidai Nankoku","比田井南谷","Hidai, Nankoku","比田井南谷","Individual","[""Artist""]","Japanese, 1912–1999","日本籍，1912–1999年","Male","男性",1912,1999,"Japanese","日本籍"
1643,true,"Doi Toshitada","土井利忠","Doi, Toshitada","土井利忠","Individual","[""Producer""]","Japanese, born 1942","日本籍，生於1942年","Male","男性",1942,,"Japanese","日本籍"
1650,true,"Li Naihan","李鼐含","Li, Naihan","李鼐含","Individual","[""Designer""]","Chinese, born 1981","中國籍，生於1981年","Female","女性",1981,,"Chinese","中國籍"
1655,true,"Zheng Tongxiao","鄭通校","Zheng, Tongxiao","鄭通校","Individual","[""Artist""]","Chinese, born 1930","中國籍，生於1930年","Male","男性",1930,,"Chinese","中國籍"
1656,true,"Bao Peizhong","鮑培忠","Bao, Peizhong","鮑培忠","Individual","[""Artist""]","Chinese, born 1929","中國籍，生於1929年","Male","男性",1929,,"Chinese","中國籍"
1658,true,"TAKT PROJECT Inc.","TAKT PROJECT Inc.","TAKT PROJECT Inc.","TAKT PROJECT Inc.","Artist Collaborative","[""Design Firm""]","established Tokyo, 2011","2011年於東京成立","Not Applicable","Not Applicable",2011,,"Japanese","日本籍"
1660,true,"Jo Nagasaka","長阪常","Nagasaka, Jo","長阪常","Individual","[""Architect""]","Japanese, born 1971","日本籍，生於1971年","Male","男性",1971,,"Japanese","日本籍"
1667,true,"Krishna Reddy","克里希納·雷迪","Reddy, Krishna","克里希納·雷迪","Individual","[""Artist""]","Indian, 1925 - 2018","印度籍，1925–2018年","Male","男性",1925,2018,"Indian","印度籍"
1670,true,"Xin Liliang","忻禮良","Xin, Liliang","忻禮良","Individual","[""Artist""]","Chinese, 1913–after 1980s","生於中國，1913年至1980年代後","Male","男性",1913,1990,"Chinese","中國籍"
1671,true,"Shanghai People's Fine Arts Publishing House","上海人民美術出版社","Shanghai People's Fine Arts Publishing House","上海人民美術出版社","Organization","[""Publisher""]","established Shanghai, 1952","1952年成立於上海","Not Applicable","Not Applicable",1952,,"Chinese","中國籍"
1672,true,"Zhang Longji","張隆基","Zhang, Longji","張, 隆基","Individual","[""Artist""]","Chinese, 1929–2007","中國籍，1929–2007年","Male","男性",1929,2007,"Chinese","中國籍"
1674,true,"Zhang Yongdian","張永典","Zhang, Yongdian","張永典","Individual","[""Artist""]","Chinese, born 1948","中國籍，生於1948年","Male","男性",1948,,"Chinese","中國籍"
1675,true,"People's Fine Arts Publishing House","人民美術出版社","People's Fine Arts Publishing House","人民美術出版社","Organization","[""Publisher""]","established Beijing, 1951","1951年於北京成立","Not Applicable","Not Applicable",1951,,"Chinese","中國籍"
1679,true,"Liang Quan","梁銓","Liang, Quan","梁, 銓","Individual","[""Artist""]","Chinese, born 1948","中國籍，生於1948年","Male","男性",1948,,"Chinese","中國籍"
1681,true,"Lei Xu","徐累","Xu, Lei","徐累","Individual","[""Artist""]","Chinese, born 1963","中國籍，生於1963年","Male","男性",1963,,"Chinese","中國籍"
1687,true,"Hao Zhenhan","郝振瀚","Hao, Zhenhan","郝振瀚","Individual","[""Designer""]","Chinese, born 1988","中國籍，生於1988年","Male","男性",1988,,"Chinese","中國籍"
1688,true,"Zhang Fanfu","張凡夫","Zhang, Fanfu","張, 凡夫","Individual","[""Artist""]","Chinese, 1919–1980","中國籍，1919–1980年","Male","男性",1919,1980,"Chinese","中國籍"
1691,true,"Shanghai Vacuum Flask Factory No. 2","上海保溫瓶二廠","Shanghai Vacuum Flask Factory No. 2","上海保溫瓶二廠","Organization","[""Manufacturer""]","established Shanghai, 1966–1988","成立於上海，1966至1988年","Not Applicable","Not Applicable",1966,1988,"Chinese","中國籍"
1696,true,"Toshiba Corporation","東芝集團","Toshiba Corporation","東芝集團","Organization","[""Manufacturer"",""製造商""]","established Tokyo, 1875","1875年成立於東京","Not Applicable","Not Applicable",1875,,"Japanese","日本籍"
1697,true,"Panasonic Corporation","松下電器產業株式會社","Panasonic Corporation","松下電器產業株式會社","Organization","[""Manufacturer"",""製造商""]","established Osaka, 1918","1918年成立於大阪","Not Applicable","Not Applicable",1918,,"Japanese","日本籍"
1698,true,"ISSEY MIYAKE INC.","ISSEY MIYAKE INC.","ISSEY MIYAKE INC.","ISSEY MIYAKE INC.","Organization","[""Manufacturer""]","established Tokyo, 1970","1970年於東京成立","Not Applicable","Not Applicable",1970,,"Japanese","日本籍"
1699,true,"Issey Miyake","三宅一生","Miyake, Issey","三宅一生","Individual","[""Designer""]","Japanese, born 1938","日本籍，生於1938年","Male","男性",1938,,"Japanese","日本籍"
1700,true,"Dai Fujiwara","藤原大","Fujiwara, Dai","藤原大","Individual","[""Designer""]","Japanese, born 1967","日本籍，生於1967年","Male","男性",1967,,"Japanese","日本籍"
1706,true,"Shenzhen AIEK Science & Technology Co., Ltd","深圳艾爾酷科技有限公司","Shenzhen AIEK Science & Technology Co., Ltd","深圳艾爾酷科技有限公司","Organization","[""Manufacturer""]","established Shenzhen, 2008","2008年成立於深圳","Not Applicable","Not Applicable",2008,,"Chinese","中國籍"
1708,true,"Shenzhen AEKU Electronics Co., Ltd.","深圳艾爾酷電子有限公司","Shenzhen AEKU Electronics Co., Ltd.","深圳艾爾酷電子有限公司","Organization","[""Manufacturer""]","established Shenzhen, 2008","2008年成立於深圳","Not Applicable","Not Applicable",2008,,"Chinese","中國籍"
1709,true,"Anica (Shenzhen) Technology Co., Ltd.","艾尼卡（深圳）科技有限公司","Anica (Shenzhen) Technology Co., Ltd.","艾尼卡（深圳）科技有限公司","Organization","[""Manufacturer""]","established Shenzhen, circa 2016","約2016年成立於深圳","Not Applicable","Not Applicable",2014,,"Chinese","中國籍"
1710,true,"Patrick Chung","鍾培正","Chung, Patrick","鍾培正","Individual","[""Archive Creator"",""Designer"",""Subject"",""建檔者"",""設計師"",""作品主體""]","Hong Kong, 1940–1983","香港，1940–1983年","Male","男性",1940,1983,"Hong Kong","香港"
1711,true,"Sulki & Min","Sulki & Min","Sulki & Min","Sulki & Min","Artist Collaborative","[""Designer"",""設計師""]","established Seoul, 2005","2005年成立於首爾","Not Applicable","Not Applicable",2005,,"South Korean","南韓籍"
1712,true,"Henry Steiner","石漢瑞","Steiner, Henry","石漢瑞","Individual","[""Designer"",""Archive Creator"",""設計師"",""建檔者""]","Hong Kong, born Austria, 1934","香港，1934年生於奧地利","Male","男性",1934,,"Hong Kong","香港"
1713,true,"Hong Kong Trade Development Council","香港貿易發展局","Hong Kong Trade Development Council","香港貿易發展局","Organization","[""Commissioned by""]","established Hong Kong, 1966","1966年成立於香港","Not Applicable","Not Applicable",1966,,"Hong Kong","香港"
1716,true,"Chang Chao-Tang","張照堂","Chang, Chao-Tang","張, 照堂","Individual","[""Artist""]","Taiwanese, born 1943","台灣籍，生於1943年","Male","男性",1943,,"Taiwanese","台灣籍"
1725,true,"Chiang Chen","蔣震","Chen, Chiang","蔣震","Individual","[""Designer""]","Hong Kong, born 1923","香港，生於1923年","Male","男性",1923,,"Hong Kong","香港"
1726,true,"Wen Pulin","溫普林","Wen, Pulin","溫,普林","Individual","[""Artist""]","Chinese, born 1957","中國籍，生於1957年","Male","男性",1957,,"Chinese","中國籍"
1733,true,"Xi'an Renmin Enamelware Factory","西安人民搪瓷廠","Xi'an Renmin Enamelware Factory","西安人民搪瓷廠","Organization","[""Manufacturer""]","established Xi'an, 1951","1951年於西安成立","Not Applicable","Not Applicable",1951,,"Chinese","中國籍"
1744,true,"Elaine Yan Ling Ng","吳燕玲","Ng, Elaine Yan Ling","吳燕玲","Individual","[""Designer""]","British, born 1985","英國籍，生於1985年","Female","女性",1985,,"British","英國籍"
1745,true,"Nanjing Radio Broadcasting Factory","南京無線電廠","Nanjing Radio Broadcasting Factory","南京無線電廠","Organization","[""Manufacturer""]","established Nanjing, 1946","1946年成立於南京","Not Applicable","Not Applicable",1946,,"Chinese","中國籍"
1749,true,"Chongqing Enamelware Main Factory","重慶搪瓷總廠","Chongqing Enamelware Main Factory","重慶搪瓷總廠","Organization","[""Manufacturer""]","established Chongqing, 1953–2002","成立於重慶，1953至2002年","Not Applicable","Not Applicable",1953,2002,"Chinese","中國籍"
1750,true,"Julie & Jesse","Julie & Jesse","Julie & Jesse","Julie & Jesse","Artist Collaborative","[""Artist""]","established Hong Kong, 2008","2008年成立於香港","Not Applicable","Not Applicable",2008,,"Hong Kong","香港"
1751,true,"Choh Daisaku","長大作","Choh, Daisaku","長大作","Individual","[""Designer""]","Japanese, born China, 1921","日本籍，1921年生於中國","Male","男性",1921,,"Japanese","日本籍"
1755,true,"Holly Lee","黃楚喬","Lee, Holly","黃楚喬","Individual","[""Artist""]","Hong Kong, born 1953","香港，生於1953年","Female","女性",1953,,"Hong Kong","香港"
2760,true,"Chow Chun-fai","周俊輝","Chow, Chun-fai","周俊輝","Individual","[""Artist""]","Hong Kong, born 1980","香港，生於1980年","Male","男性",1980,,"Hong Kong","香港"
2761,true,"Tsang Kin-Wah","曾建華","Tsang, Kin-Wah","曾, 建華","Individual","[""Artist"",""藝術家""]","Hong Kong, born 1976","香港，生於1976年","Male","男性",1976,,"Hong Kong","香港"
2789,true,"Zhang Hai'er","張海兒","zhang, Hai'er","張, 海兒","Individual","[""Artist""]","Chinese, born 1957","中國籍，生於1957年","Male","男性",1957,,"Chinese","中國籍"
2821,true,"Eikoh Hosoe","細江英公","Hosoe, Eikoh","細江, 英公","Individual","[""Artist""]","Japanese, born 1933","日本籍，生於1933年","Male","男性",1933,,"Japanese","日本籍"
2896,true,"Ryuji Miyamoto","宮本隆司","Miyamoto, Ryuji","宮本, 隆司","Individual","[""Artist""]","Japanese, born 1947","日本籍，生於1947年","Male","男性",1947,,"Japanese","日本籍"
2906,true,"Lang Jingshan","郎靜山","Lang, Jingshan","郎, 靜山","Individual","[""Artist""]","Taiwanese, born China. 1892–1995","台灣籍，生於中國，1892–1995","Male","男性",1892,1995,"Taiwanese","台灣籍"
2949,true,"Iwata Yoshiharu","岩田義治","Iwata, Yoshiharu","岩田義治","Individual","[""Designer"",""設計師""]","Japanese","日本籍","Male","男性",,,"Japanese","日本籍"
3006,true,"Bas Princen","巴斯‧普林森","Princen, Bas","巴斯‧普林森","Individual","[""Photographer""]","Dutch, born 1975","荷蘭籍，生於1975年","Male","男性",1975,,"Dutch","荷蘭籍"
3029,true,"Otsuki Tadashi","Otsuki Tadashi","Otsuki, Tadashi","Otsuki, Tadashi","Individual","[""Engineer""]","Japanese, born 1948","日本籍，生於1948年","Unknown","不詳",1948,,"Japanese","日本籍"
3030,true,"Hashimoto Minoru","Hashimoto Minoru","Hashimoto, Minoru","Hashimoto, Minoru","Individual","[""Designer""]","Japanese","日本籍","Male","男性",,,"Japanese","日本籍"
3033,true,"Comme des Garçons","Comme des Garçons","Comme des Garçons","Comme des Garçons","Organization","[""Design Firm""]","established Tokyo, 1973","1973年成立於東京","Not Applicable","Not Applicable",1973,,"Japanese","日本籍"
4048,true,"Travellers Official Information Bureau of the Netherland Indies","Travellers Official Information Bureau of the Netherland Indies","Travellers Official Information Bureau of the Netherland Indies","Travellers Official Information Bureau of the Netherland Indies","Organization","[""Commissioned by""]","established Netherlands, circa 1920","約1920年成立於荷蘭","Not Applicable","Not Applicable",1915,,"Dutch","荷蘭籍"
4051,true,"Office Indochinois du Tourisme","Office Indochinois du Tourisme","Office Indochinois du Tourisme","Office Indochinois du Tourisme","Organization","[""Commissioned by""]",,,"Not Applicable","Not Applicable",,,,
4071,true,"Pia","Pia","Pia","Pia","Individual","[""Artist""]","Vietnamese, active early–mid 20th century","越南籍，活躍於20世紀初中葉","Unknown","不詳",1900,1975,"Vietnamese","越南籍"
4074,true,"Sumet Jumsai","書梅春塞","Jumsai, Sumet","春塞, 書梅","Individual","[""Architect"",""Archive Creator"",""建檔者"",""建築師""]","Thai, born 1939","泰國籍，生於1939年","Male","男性",1939,,"Thai","泰國籍"
4112,true,"Peng Yu and Sun Yuan","彭禹及孫原","Peng Yu and Sun Yuan","彭禹及孫原","Artist Collaborative","[""Artist"",""藝術家""]","Chinese (established Beijing, 1990s)","中國籍（1990年代成立於北京）","Not Applicable","Not Applicable",1998,,"Chinese","中國籍"
